,a1,a2,b1,b2,c1
a1,0.0,0.17039067627315463,0.1821092117529728,0.27706268187667965,0.2848979781669306
a2,0.17039067627315463,0.0,0.251712000357079,0.3491634731668683,0.3647538497165171
b1,0.1821092117529728,0.251712000357079,0.0,0.1296437567120256,0.1433213298955456
b2,0.27706268187667965,0.3491634731668683,0.1296437567120256,0.0,0.04664655611322842
c1,0.2848979781669306,0.3647538497165171,0.1433213298955456,0.04664655611322842,0.0
