,a1,a2,b1,b2,c1
a1,0.0,0.2930199605740957,0.5721915865844299,0.6582907415860101,0.7244215323254488
a2,0.2930199605740957,0.0,0.4557584385485355,0.5632357529544112,0.6497287512245058
b1,0.5721915865844299,0.4557584385485355,0.0,0.27918467601977254,0.3728475080807451
b2,0.6582907415860101,0.5632357529544112,0.27918467601977254,0.0,0.19005495485567878
c1,0.7244215323254488,0.6497287512245058,0.3728475080807451,0.19005495485567878,0.0
