,a1,a2,b1,b2,c1
a1,0.0,0.16781041547575162,0.33808562476974074,0.43339979328997347,0.4657942630501353
a2,0.16781041547575162,0.0,0.2742369049217185,0.3757944115459594,0.4176618910032527
b1,0.33808562476974074,0.2742369049217185,0.0,0.1424834888836268,0.2046999454570799
b2,0.43339979328997347,0.3757944115459594,0.1424834888836268,0.0,0.08935980519673938
c1,0.4657942630501353,0.4176618910032527,0.2046999454570799,0.08935980519673938,0.0
