,a1,a2,b1,b2,c1
a1,0.0,0.23704211720016627,0.49953599357684303,0.5899050456427422,0.6162630797073744
a2,0.23704211720016627,0.0,0.4606148294243328,0.5467754563350125,0.5756610595721068
b1,0.49953599357684303,0.4606148294243328,0.0,0.1496744612117798,0.2270392406515945
b2,0.5899050456427422,0.5467754563350125,0.1496744612117798,0.0,0.135846395945962
c1,0.6162630797073744,0.5756610595721068,0.2270392406515945,0.135846395945962,0.0
