,a1,a2,b1,b2,c1
a1,0.0,0.1855172538451975,0.3837376687450903,0.4879117849236369,0.5081609420912756
a2,0.1855172538451975,0.0,0.3993206152540034,0.474264628086547,0.4585395891057243
b1,0.3837376687450903,0.3993206152540034,0.0,0.17547502830929843,0.28108952727044667
b2,0.4879117849236369,0.474264628086547,0.17547502830929843,0.0,0.19377836324751063
c1,0.5081609420912756,0.4585395891057243,0.28108952727044667,0.19377836324751063,0.0
